"modelName" "brand" "nationality" "sizeClass" "modelfuelEffi" "fuel" "market" "thumnail" "price"
"2017_K3_유로" "기아자동차" "국산" "준중형" "12.3km" "가솔린" "국내출시" "http://imgauto.naver.com/20160719_265/auto_1468906072699WqAQb_JPEG/20160719142645_aeCr3xVk.jpg?type=f567_410" "2195"
"2017_포르테" "기아자동차" "수입" "준중형" "연비정보없음" "가솔린" "해외출시예정" "http://imgauto.naver.com/20160112_196/auto_1452584520143J44U9_PNG/20160112164150_aqcllL2L.png?type=f508_367" "0"
"2016_K3_유로" "기아자동차" "국산" "준중형" "12.3km" "가솔린" "국내출시" "http://imgauto.naver.com/20160317_5/auto_1458181062380CCNui_PNG/20160317111739_OrD1U0Kg.png?type=f508_367" "2195"
"2017_포르테_5" "기아자동차" "수입" "준중형" "연비정보없음" "가솔린" "해외출시예정" "http://imgauto.naver.com/20160118_224/auto_1453104548563xnEAy_PNG/20160118170855_mdpvglhB.png?type=f508_367" "0"
"2016_포르테_5" "기아자동차" "국산" "준중형" "24.0~28.0m" "가솔린" "해외출시" "http://imgauto.naver.com/20150811_93/auto_1439277380821kqdfY_PNG/20150811161548_mUmYSsTf.png?type=f508_367" "20695"
"2015_쏘울_EV" "기아자동차" "국산" "준중형" "5.0km" "전기" "국내출시" "http://imgauto.naver.com/20150528_251/auto_1432778015584Y3bFM_PNG/20150528105313_YbS3NpCN.png?type=f508_367" "4526"
"2016_옵티마_스포츠_왜건" "기아자동차" "국산" "중형" "연비정보없음" "디젤_가솔린" "해외출시예정" "http://imgauto.naver.com/20160218_263/auto_1455758725689mzM5A_PNG/20160218102426_8TsQEuQP.png?type=f508_367" "0"
"2016_씨드_SW" "기아자동차" "수입" "소형" "3.9~6.0ℓ" "디젤_가솔린" "해외출시" "http://imgauto.naver.com/20151223_154/auto_1450836661437lrPce_PNG/20151223111056_MO4fP5tj.png?type=f508_367" "15850"
"2015_아오파오" "기아자동차" "국산" "소형" "13.2~14.7km" "가솔린" "해외출시" "http://imgauto.naver.com/20150316_64/auto_1426470079882OznmL_PNG/20150316104052_JzLApLHE.png?type=f508_367" "0"
"2014_프로씨드_GT" "기아자동차" "국산" "소형" "7.4ℓ" "가솔린" "해외출시" "http://imgauto.naver.com/20131007_100/auto_1381137665019Nvu1e_PNG/20131007182059_fAwNvZNf.png?type=f567_410" "19060"
"2012_K2_세단" "기아자동차" "국산" "소형" "연비정보없음" "가솔린" "해외출시" "http://imgauto.naver.com/20141030_242/auto_14146477730809sp1E_PNG/20141030144250_3hGU5k1E.png?type=f567_410" "0"
"2014_씨드_GT" "기아자동차" "국산" "소형" "연비정보없음" "가솔린" "해외출시" "http://imgauto.naver.com/20140609_286/auto_1402296289599EAqCD_PNG/20140609154447_UHwdsuto.png?type=f567_410" "0"
"2015_벤가_크로스오버" "기아자동차" "국산" "준중형" "연비정보없음" "디젤" "해외출시" "http://imgauto.naver.com/20140729_282/auto_1406593657739uM44Q_PNG/20140729092717_QONYT8gG.png?type=f508_367" "19700"
"2016_쏘렌토" "기아자동차" "국산" "중형" "11.6~13.5km" "디젤" "단종" "http://imgauto.naver.com/20150803_107/auto_1438580391983TQaFd_PNG/20150803143829_etlP9F4j.png?type=f508_367" "3202.5"
"2015_스포티지R" "기아자동차" "국산" "준중형" "9.7~14.4km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140703_292/auto_1404370173588fDxpi_PNG/20140703154908_m71dlVkW.png?type=f508_367" "2540"
"2016_스포티지" "기아자동차" "국산" "준중형" "12.4~15.0km" "디젤" "단종" "http://imgauto.naver.com/20150827_2/auto_1440653479072Y8uLJ_PNG/20150827143111_zrzt0y0n.png?type=f508_367" "2647.5"
"2015_K7" "기아자동차" "국산" "대형" "10.0~11.3km" "가솔린" "단종" "http://imgauto.naver.com/20150319_2/auto_1426754194437TeGqw_PNG/20150319173632_OWeHyY0b.png?type=f508_367" "3455"
"2015_카니발" "기아자동차" "국산" "대형" "8.3~11.5km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20150403_217/auto_1428025581650GyAi1_PNG/20150403104620_x7Yre7Gj.png?type=f508_367" "3192.5"
"2014_쏘렌토R" "기아자동차" "국산" "중형" "12.4~14.4km" "디젤" "단종" "http://imgauto.naver.com/20140609_231/auto_1402291554950J7CP6_PNG/20140609142552_YlIvC25U.png?type=f567_410" "3266.5"
"2013_포르테_쿱" "기아자동차" "국산" "준중형" "10.9~13.8km" "가솔린" "단종" "http://imgauto.naver.com/20130927_37/auto_1380293022828sxi5V_PNG/20130927234340_0U7MXdt8.png?type=f567_410" "1759.5"
"2015_K5" "기아자동차" "국산" "중형" "10.3~12.2km" "가솔린" "단종" "http://imgauto.naver.com/20140515_195/auto_1400120971128QnGhw_PNG/20140515112908_WWrDwH77.png?type=f508_367" "2530"
"2013_그랜드_카니발R" "기아자동차" "국산" "대형" "8.2~11.6km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20130927_293/auto_1380293678568rloof_PNG/20130927235435_wi4TcYCF.png?type=f567_410" "3431"
"2011_오피러스_프리미엄" "기아자동차" "국산" "대형" "9.6~10.6km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/14609/basicimg/4025_kia_opirus2011_100.jpg?type=f508_367" "4274"
"2015_쏘렌토" "기아자동차" "국산" "중형" "11.6~13.5km" "디젤" "단종" "http://imgauto.naver.com/20140811_104/auto_1407721555698zq9Nh_PNG/20140811104537_hOr0T8B1.png?type=f508_367" "3225"
"2013_K7" "기아자동차" "국산" "대형" "10.0~11.3km" "가솔린" "단종" "http://imgauto.naver.com/20130927_142/auto_1380293616989OwBA1_PNG/20130927235249_AJdICC3i.png?type=f567_410" "3556"
"2014_K5" "기아자동차" "국산" "중형" "10.3~12.2km" "가솔린" "단종" "http://imgauto.naver.com/20130927_120/auto_1380293935378Jwe7w_PNG/20130927235852_Rw47qpGJ.png?type=f567_410" "2510"
"2015_모하비" "기아자동차" "국산" "대형" "10.2~10.7km" "디젤" "단종" "http://imgauto.naver.com/20150527_121/auto_1432693832704W9wEQ_PNG/20150527112951_EkgwcRBc.png?type=f508_367" "4193.5"
"2010_K5" "기아자동차" "국산" "중형" "10.0~13.8km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140211_155/auto_1392101903914dLk0a_PNG/20140211155820_yS3G9Wda.png?type=f567_410" "2192.5"
"2014_모닝" "기아자동차" "국산" "경형" "15.2~17.0km" "가솔린" "단종" "http://imgauto.naver.com/20130927_211/auto_1380293966163MWf9N_PNG/20130927235921_aNQYEql0.png?type=f567_410" "1112"
"2012_K5" "기아자동차" "국산" "중형" "10.5~13.8km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140414_22/auto_1397447821644B0JQc_PNG/20140414125658_ZJBt11JE.png?type=f567_410" "2195"
"2010_로체_이노베이션" "기아자동차" "국산" "중형" "11.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/7990/basicimg/7990_main.jpg?type=f508_367" "2296.5"
"2015_카니발_리무진" "기아자동차" "국산" "대형" "8.3~11.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20150330_12/auto_1427685497157Wj0lR_PNG/20150330121729_74Q6bOPK.png?type=f508_367" "3553.5"
"2014_스포티지R" "기아자동차" "국산" "준중형" "9.7~14.4km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20141027_113/auto_1414401128835ncmb7_PNG/20141027181205_DiGBpTAM.png?type=f567_410" "2502.5"
"2013_스포티지R" "기아자동차" "국산" "준중형" "9.2~14.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140609_91/auto_1402302923926KpWzt_PNG/20140609173521_QoM9nIl2.png?type=f567_410" "2535"
"2012_K7" "기아자동차" "국산" "대형" "10.9~12.8km" "가솔린" "단종" "http://imgauto.naver.com/20140428_255/auto_13986466040681Oqsl_PNG/20140428095641_wLWOgvnI.png?type=f567_410" "3426"
"2016_쏘울" "기아자동차" "국산" "준중형" "11.5~15.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20150624_43/auto_1435132442596qc0d4_PNG/20150624165343_FC5n6HeP.png?type=f508_367" "1862.5"
"2013_쏘렌토R" "기아자동차" "국산" "중형" "12.4~14.4km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/18333/basicimg/20120710095722_bUiLrvTY.jpg?type=f508_367" "3175"
"2010_K7" "기아자동차" "국산" "대형" "10.6~11.8km" "가솔린" "단종" "http://imgauto.naver.com/20140212_184/auto_1392164617256VbF4I_PNG/20140212092334_yGBftBnY.png?type=f567_410" "3505"
"2014_모닝_바이퓨얼" "기아자동차" "국산" "경형" "14.9~16.5km" "하이브리드_가솔린_LPG" "단종" "http://imgauto.naver.com/20130927_15/auto_1380293983989pSJvG_PNG/20130927235941_5OMWOMhE.png?type=f567_410" "1214"
"2016_카렌스" "기아자동차" "국산" "준중형" "9.0~14.9km" "디젤_LPG" "단종" "http://imgauto.naver.com/20150602_280/auto_14332251609172VbGt_PNG/20150602150518_6oYcqJOR.png?type=f508_367" "2158"
"2011_K7" "기아자동차" "국산" "대형" "10.9~12.8km" "가솔린" "단종" "http://imgauto.naver.com/20140418_270/auto_1397796177062Pmemk_PNG/20140418134227_XKusXuyn.png?type=f567_410" "3525"
"2006_로체" "기아자동차" "국산" "중형" "10.9~17.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140331_196/auto_1396227622464XFPaH_PNG/20140331100020_sCscuKIW.png?type=f567_410" "2181"
"2015_K3_세단" "기아자동차" "국산" "준중형" "14.0~16.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20141217_96/auto_1418792616111a4SGr_PNG/20141217140251_BgUDsfWK.png?type=f508_367" "1799"
"2011_스포티지R" "기아자동차" "국산" "준중형" "10.8~17.4km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140418_78/auto_1397795908565uJHiN_PNG/20140418133825_3uJSzLUU.png?type=f567_410" "2530"
"2014_K5_하이브리드" "기아자동차" "국산" "중형" "16.8km" "하이브리드_가솔린_전기" "단종" "http://imgauto.naver.com/20141030_116/auto_1414662169901pAK0r_PNG/20141030184247_iVWoJAv1.png?type=f567_410" "3194.5"
"2014_레이" "기아자동차" "국산" "경형" "13.5~14.6km" "가솔린" "단종" "http://imgauto.naver.com/20141030_230/auto_1414658375497eSTEE_PNG/20141030173932_w0pHIRaE.png?type=f567_410" "1354.5"
"2014_레이_바이퓨얼" "기아자동차" "국산" "경형" "10.8km" "하이브리드_가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/18648/basicimg/20120904184228_X42IikCW.jpg?type=f508_367" "1664"
"2013_K9" "기아자동차" "국산" "대형" "9.3~9.6km" "가솔린" "단종" "http://imgauto.naver.com/20130927_131/auto_1380293639578u75tu_PNG/20130927235357_kLdlzeQx.png?type=f567_410" "6801"
"2013_카니발R" "기아자동차" "국산" "대형" "8.2~11.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20130927_137/auto_1380292971652ovm5B_PNG/20130927234234_FF8kJeig.png?type=f567_410" "3105"
"2013_K5" "기아자동차" "국산" "중형" "10.3~12.2km" "가솔린" "단종" "http://imgauto.naver.com/20140603_165/auto_140177825854465njn_PNG/20140603155055_9F0U0KpU.png?type=f567_410" "2502.5"
"2008_로체_이노베이션" "기아자동차" "국산" "중형" "11.5~12.8km" "가솔린" "단종" "http://imgauto.naver.com/20140306_137/auto_1394086290492JOpjR_PNG/20140306151127_Zbi4RfXd.png?type=f567_410" "2283.5"
"2014_프라이드_해치백" "기아자동차" "국산" "소형" "13.3~19.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20130325_195/auto_1364186877018df8mG_JPEG/20130325134749_lSSPku4D.jpg?type=f508_367" "1449.5"
"2015_카니발_하이리무진" "기아자동차" "국산" "대형" "8.0~10.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20150330_85/auto_1427690086469noJvv_PNG/20150330133407_QImPO72M.png?type=f508_367" "5094.5"
"2013_K3_세단" "기아자동차" "국산" "준중형" "14.0~14.5km" "가솔린" "단종" "http://imgauto.naver.com/20130927_75/auto_1380293143268lp1xe_PNG/20130927234540_4lwvWSFo.png?type=f567_410" "1672.5"
"2011_쏘렌토R" "기아자동차" "국산" "중형" "7.9~15.0km" "디젤_가솔린_LPG" "단종" "http://imgauto.naver.com/20140328_145/auto_1395996032704n6Iqd_PNG/20140328174030_nZxnmohp.png?type=f567_410" "3147"
"2010_스포티지R" "기아자동차" "국산" "준중형" "12.0~15.0km" "디젤_가솔린" "단종" "http://imgauto.naver.com//brand2/adv/13714/basicimg/20100326151754_6qywIE1O.jpg?type=f508_367" "2427.5"
"2012_모닝" "기아자동차" "국산" "경형" "19.0~22.0km" "가솔린" "단종" "http://imgauto.naver.com/20140603_169/auto_14017773678095u5jO_PNG/20140603153558_CO85E5HG.png?type=f567_410" "1039"
"2013_모닝" "기아자동차" "국산" "경형" "15.2~17.0km" "가솔린" "단종" "http://imgauto.naver.com/20140617_22/auto_14029701092565AKB9_PNG/20140617105506_xtJlN7e3.png?type=f567_410" "1080.5"
"2012_쏘렌토R" "기아자동차" "국산" "중형" "13.2~15.0km" "디젤" "단종" "http://imgauto.naver.com/20140414_147/auto_1397448180445wY46o_PNG/20140414130257_eZsuCOnm.png?type=f567_410" "3177.5"
"2014_K9" "기아자동차" "국산" "대형" "9.3~9.6km" "가솔린" "단종" "http://imgauto.naver.com/20150319_86/auto_1426754884140LNgAr_PNG/20150319174801_wqlbZE7f.png?type=f508_367" "6410"
"2005_카니발2" "기아자동차" "국산" "대형" "8.2~12.4km" "디젤_가솔린" "단종" "http://imgauto.naver.com//brand2/adv/4852/basicimg/20100325103850_vrc8bFWl.jpg?type=f508_367" "2054"
"2014_모하비" "기아자동차" "국산" "대형" "10.2~10.7km" "디젤" "단종" "http://imgauto.naver.com/20140519_90/auto_1400489911677sEWQv_PNG/20140519175805_1SM8i1dG.png?type=f508_367" "4280.5"
"2002_쏘렌토" "기아자동차" "국산" "중형" "11.5km" "디젤" "단종" "http://imgauto.naver.com/20140421_124/auto_1398043785591qqcn7_PNG/20140421102943_UXoO7KUO.png?type=f567_410" "2116"
"2015_K3_유로" "기아자동차" "국산" "준중형" "12.5km" "가솔린" "단종" "http://imgauto.naver.com/20141218_28/auto_14188674398101P0rW_PNG/20141218104954_GsyuNYFS.png?type=f508_367" "1860"
"2014_봉고3" "기아자동차" "국산" "대형" "6.8~10.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/20140203_254/auto_1391406862496OeBel_PNG/20140203145411_l3ImNDNS.png?type=f508_367" "1691.5"
"2011_K7" "기아자동차" "국산" "대형" "10.6~11.8km" "가솔린" "단종" "http://imgauto.naver.com/20140328_157/auto_139599575262659fyP_PNG/20140328173549_EahXDL7V.png?type=f567_410" "3510"
"2012_포르테" "기아자동차" "국산" "준중형" "12.0~17.5km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140603_21/auto_1401778627640NCzbP_PNG/20140603155705_FQ33ktgf.png?type=f567_410" "1551.5"
"2014_프라이드_세단" "기아자동차" "국산" "소형" "13.3~14.5km" "가솔린" "단종" "http://imgauto.naver.com/20150319_132/auto_14267545488908ypys_PNG/20150319174226_rTMHLVtP.png?type=f508_367" "1404.5"
"2014_K3_세단" "기아자동차" "국산" "준중형" "14.0~16.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20131220_158/auto_1387509509678KyAvs_PNG/20131220121827_XI7302Sw.png?type=f567_410" "1791.5"
"2010_모닝" "기아자동차" "국산" "경형" "16.3~20.0km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140217_240/auto_1392599138714T0TEs_PNG/20140217100536_EaqpwDS9.png?type=f567_410" "944"
"2011_K5_하이브리드" "기아자동차" "국산" "중형" "21.0km" "하이브리드" "단종" "http://imgauto.naver.com/20140418_263/auto_1397798235735w6ASH_PNG/20140418141713_uwLAKuxL.png?type=f567_410" "3100"
"2009_쏘렌토R" "기아자동차" "국산" "중형" "7.6~15.0km" "디젤_가솔린_LPG" "단종" "http://imgauto.naver.com/20140220_19/auto_1392874174935bSD1b_PNG/20140220142932_UJHM9Rzh.png?type=f567_410" "3104.5"
"2009_스포티지" "기아자동차" "국산" "준중형" "10.6~15.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/7023/basicimg/7023_main.jpg?type=f508_367" "2129.5"
"2009_오피러스" "기아자동차" "국산" "대형" "7.5~9.2km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/7235/basicimg/7235_main.jpg?type=f508_367" "4239"
"2013_프라이드_세단" "기아자동차" "국산" "소형" "13.3~14.5km" "가솔린" "단종" "http://imgauto.naver.com/20130325_46/auto_1364180495620p7ILe_JPEG/20130325120029_8e3LuQr1.jpg?type=f508_367" "1407.5"
"2012_카렌스" "기아자동차" "국산" "준중형" "7.7~9.5km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/19197/basicimg/20121130171510_57sMLQ44.jpg?type=f508_367" "1936"
"2011_모하비" "기아자동차" "국산" "대형" "7.3~12.8km" "디젤_가솔린" "단종" "http://imgauto.naver.com/20140418_297/auto_1397799013912N0jiO_PNG/20140418143011_OJ5I1WZM.png?type=f567_410" "4119.5"
"2007_쏘렌토" "기아자동차" "국산" "중형" "10.1~11.6km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/768/basicimg/768_main.jpg?type=f508_367" "2700.5"
"2005_옵티마_리갈" "기아자동차" "국산" "중형" "8.8~9.4km" "가솔린_LPG" "단종" "http://imgauto.naver.com/brand2/adv/838/basicimg/838_main.jpg?type=f508_367" "1789"
"2001_카스타" "기아자동차" "국산" "준중형" "9.9km" "LPG" "단종" "http://imgauto.naver.com/brand2/adv/898/basicimg/898_main.jpg?type=f508_367" "1565"
"2005_쏘렌토" "기아자동차" "국산" "중형" "11.5km" "디젤" "단종" "http://imgauto.naver.com/20140410_41/auto_1397094296778aXpbl_PNG/20140410104452_wljI5leU.png?type=f567_410" "2642.5"
"2013_봉고3" "기아자동차" "국산" "대형" "6.8~10.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/20130927_260/auto_1380292874371ih4Rr_PNG/20130927234049_R1fwIJl1.png?type=f567_410" "1615"
"2008_오피러스" "기아자동차" "국산" "대형" "8.6~9.2km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/4517/basicimg/4517_main.jpg?type=f508_367" "4250"
"2012_레이_EV_전기차" "기아자동차" "국산" "경형" "5.0km" "전기" "단종" "http://imgauto.naver.com/20140603_39/auto_14017773425486gcGq_PNG/20140603153540_3cX3mOLl.png?type=f567_410" "0"
"2009_오피러스_프리미엄" "기아자동차" "국산" "대형" "9.6~10.6km" "가솔린" "단종" "http://imgauto.naver.com/brand2/adv/7759/basicimg/7759_main.jpg?type=f508_367" "4611"
"2008_쏘렌토" "기아자동차" "국산" "중형" "10.7~10.9km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/4802/basicimg/4802_main.jpg?type=f508_367" "2838.5"
"2007_스포티지" "기아자동차" "국산" "준중형" "9.2~15.2km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/504/basicimg/504_main.jpg?type=f508_367" "2081.5"
"2006_쏘렌토" "기아자동차" "국산" "중형" "10.7~11.6km" "디젤" "단종" "http://imgauto.naver.com/brand2/adv/764/basicimg/764_main.jpg?type=f508_367" "2553.5"
"2013_포르테_해치백" "기아자동차" "국산" "준중형" "13.0~13.5km" "가솔린" "단종" "http://imgauto.naver.com/20130927_127/auto_1380293046707cxJLn_PNG/20130927234404_a6suxKjI.png?type=f567_410" "1620.5"
"2013_모하비" "기아자동차" "국산" "대형" "10.2~10.7km" "디젤" "단종" "http://imgauto.naver.com/20130927_12/auto_1380293766416vKaOn_PNG/20130927235602_vo0ATQRS.png?type=f567_410" "4035.5"
"2012_카니발R" "기아자동차" "국산" "대형" "8.2~11.3km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/16537/basicimg/20111216192847_QFmFHQYa.jpg?type=f508_367" "3084.5"
"2015_카렌스" "기아자동차" "국산" "준중형" "9.0~14.0km" "디젤_LPG" "단종" "http://imgauto.naver.com/20150527_220/auto_1432701419669Gdbel_PNG/20150527133317_Z2zooKVg.png?type=f508_367" "2195"
"2013_K5_하이브리드" "기아자동차" "국산" "중형" "16.8km" "하이브리드" "단종" "http://imgauto.naver.com/20130927_122/auto_13802935488035AMiM_PNG/20130927235225_5IryUb6f.png?type=f567_410" "3027.5"
"2006_카렌스2" "기아자동차" "국산" "준중형" "7.0~11.2km" "가솔린_LPG" "단종" "http://imgauto.naver.com/20140314_219/auto_1394784970007mfwII_PNG/20140314171606_xnJr4363.png?type=f567_410" "1517"
"2004_스포티지" "기아자동차" "국산" "준중형" "9.2~14.6km" "디젤_가솔린" "단종" "http://imgauto.naver.com/brand2/adv/488/basicimg/488_main.jpg?type=f508_367" "1918.5"
"2015_카니발_아웃도어" "기아자동차" "국산" "대형" "10.3km" "디젤" "단종" "http://imgauto.naver.com/20150330_206/auto_1427686495738C7mXS_PNG/20150330123423_UjVnG797.png?type=f508_367" "4116"
"2011_모닝" "기아자동차" "국산" "경형" "18.5~22.0km" "하이브리드_가솔린" "단종" "http://imgauto.naver.com/20140320_21/auto_13952751075820aCgO_PNG/20140320092504_naOeG2B0.png?type=f567_410" "1095"
